"K","exclus","semcoh","heldout","residual","bound","lbound","em.its","engine","noise","mean_word_error","uniq","highest_heldout_k"
16,9.45602616134547,-86.2769385637159,-8.09086681545858,1.458146183345,-197557.719534565,-197527.047674459,92,"textract","col + wm + ink",19.0467701863354,"textract col + wm + ink",7
17,9.45968973837509,-94.5411128607634,-8.07376301871023,1.48835766977731,-197449.156565894,-197415.651492444,51,"textract","col + wm + ink",19.0467701863354,"textract col + wm + ink",7
18,9.53116609275515,-89.725226514142,-8.06572237191103,1.55828225031165,-195497.289784754,-195460.894339546,64,"textract","col + wm + ink",19.0467701863354,"textract col + wm + ink",7
19,9.51542820566117,-86.7912128269774,-8.07867269397816,1.57990895430332,-195252.028487332,-195212.688603145,64,"textract","col + wm + ink",19.0467701863354,"textract col + wm + ink",7
20,9.55047186520325,-89.1489737488998,-8.1116447756008,1.68388303788168,-193239.052536061,-193196.7169196,93,"textract","col + wm + ink",19.0467701863354,"textract col + wm + ink",7
6,9.29309616890468,-55.8860220723211,-7.62198018450556,1.56006368226924,-205807.267497878,-205800.688246666,189,"textract","col + scrib + ink",19.9535714285714,"textract col + scrib + ink",8
7,9.30571215075528,-81.0601641042304,-7.62922048565591,1.50280562992547,-204537.701009593,-204529.175848232,196,"textract","col + scrib + ink",19.9535714285714,"textract col + scrib + ink",8
8,9.34768440914566,-77.8148435544887,-7.54815919730949,1.44051359585733,-203011.65893595,-203001.054333047,129,"textract","col + scrib + ink",19.9535714285714,"textract col + scrib + ink",8
9,9.36330283699289,-80.9946579738719,-7.5978045299327,1.41694851449819,-201108.107217356,-201095.305389876,198,"textract","col + scrib + ink",19.9535714285714,"textract col + scrib + ink",8
10,9.37521918918176,-79.5417568967786,-7.70196883552984,1.40191096781768,-199759.862599713,-199744.758187139,148,"textract","col + scrib + ink",19.9535714285714,"textract col + scrib + ink",8
11,9.48445590752574,-82.0652308731076,-7.74093023055184,1.40268518402554,-197587.978713968,-197570.476406122,188,"textract","col + scrib + ink",19.9535714285714,"textract col + scrib + ink",8
12,9.48566354626573,-89.2606636416694,-7.73687449720566,1.40221106246107,-197188.76746048,-197168.780245985,156,"textract","col + scrib + ink",19.9535714285714,"textract col + scrib + ink",8
13,9.43782073408068,-82.6086023278694,-7.81504659980814,1.40594160070801,-196377.256486816,-196354.704322963,124,"textract","col + scrib + ink",19.9535714285714,"textract col + scrib + ink",8
14,9.46312373767416,-81.7136710401791,-7.79207944725244,1.44506558395816,-195364.498945882,-195339.307724699,134,"textract","col + scrib + ink",19.9535714285714,"textract col + scrib + ink",8
15,9.45767657685962,-78.913203753644,-7.81563825749845,1.47437013557013,-193304.202343018,-193276.303071635,213,"textract","col + scrib + ink",19.9535714285714,"textract col + scrib + ink",8
16,9.4762164812644,-84.2101032372704,-7.96969341004346,1.5036579973889,-193728.870275953,-193698.198415847,119,"textract","col + scrib + ink",19.9535714285714,"textract col + scrib + ink",8
17,9.49679266741417,-84.2544306436412,-7.97275602560473,1.52916289297746,-192957.229245012,-192923.724171562,80,"textract","col + scrib + ink",19.9535714285714,"textract col + scrib + ink",8
18,9.52252116040708,-78.0396466494215,-7.9569560564246,1.5604671140448,-191863.021208055,-191826.625762846,117,"textract","col + scrib + ink",19.9535714285714,"textract col + scrib + ink",8
19,9.54825916096689,-82.8656648456735,-8.05313046537328,1.59302115340671,-191349.078864663,-191309.738980476,70,"textract","col + scrib + ink",19.9535714285714,"textract col + scrib + ink",8
20,9.56185236776266,-84.3885252677047,-8.08807964025415,1.63569493098198,-191194.182033536,-191151.846417076,43,"textract","col + scrib + ink",19.9535714285714,"textract col + scrib + ink",8
6,9.18694481569042,-83.1171341312941,-7.06700581996271,1.56288639841615,-71116.2730757944,-71109.6938245824,267,"textract","bin + blur + weak",70.3994409937888,"textract bin + blur + weak",6
7,9.27907082232558,-72.9510505136627,-7.09393019675992,1.61652893999242,-70664.0960449999,-70655.5708836389,264,"textract","bin + blur + weak",70.3994409937888,"textract bin + blur + weak",6
8,9.24475925470436,-70.9215679827147,-7.28306654544447,1.71204463437686,-69695.520443377,-69684.9158404742,185,"textract","bin + blur + weak",70.3994409937888,"textract bin + blur + weak",6
9,9.32754242726171,-79.1289647951721,-7.43718743786404,1.67039501102887,-69191.2581650342,-69178.4563375541,180,"textract","bin + blur + weak",70.3994409937888,"textract bin + blur + weak",6
10,9.34906625829605,-89.3209028192974,-7.44807463391976,1.86296393072761,-68400.7790787861,-68385.674666213,136,"textract","bin + blur + weak",70.3994409937888,"textract bin + blur + weak",6
11,9.34946313880171,-76.5249249568549,-7.35126409968651,1.83177377831109,-68174.7691818982,-68157.2668740524,122,"textract","bin + blur + weak",70.3994409937888,"textract bin + blur + weak",6
12,9.34584918153469,-88.0706572451802,-7.5812465394019,1.94615164785212,-67443.6773038527,-67423.690089357,115,"textract","bin + blur + weak",70.3994409937888,"textract bin + blur + weak",6
13,9.37838921215199,-84.6763802134622,-7.6516460571335,1.99756595204822,-67507.9451950421,-67485.393031189,76,"textract","bin + blur + weak",70.3994409937888,"textract bin + blur + weak",6
14,9.36263374089766,-88.5157836035804,-7.64494731221275,2.30518089803635,-67086.0070899319,-67060.8158687492,39,"textract","bin + blur + weak",70.3994409937888,"textract bin + blur + weak",6
15,9.31668799198813,-96.1946854610408,-7.92978445592435,2.19306430660301,-67636.8911125621,-67608.9918411783,72,"textract","bin + blur + weak",70.3994409937888,"textract bin + blur + weak",6
16,9.4616391590992,-87.5014441446428,-7.63642082297245,2.42866952445918,-66977.6166828189,-66946.9448227129,131,"textract","bin + blur + weak",70.3994409937888,"textract bin + blur + weak",6
17,9.41572129485004,-92.7739731601914,-7.74668746169835,2.8282008421042,-66114.1377576327,-66080.6326841825,77,"textract","bin + blur + weak",70.3994409937888,"textract bin + blur + weak",6
18,9.44502277380031,-93.2962891141846,-7.92146159558303,3.33242703789537,-65585.71747884,-65549.322033632,76,"textract","bin + blur + weak",70.3994409937888,"textract bin + blur + weak",6
19,9.52042143305052,-103.924758573703,-7.88346595922262,3.45901692281767,-65472.7812881894,-65433.4414040022,82,"textract","bin + blur + weak",70.3994409937888,"textract bin + blur + weak",6
20,9.51415614991538,-89.2152500853585,-7.87195110889473,4.10121706224861,-65345.4844105046,-65303.1487940438,100,"textract","bin + blur + weak",70.3994409937888,"textract bin + blur + weak",6
6,9.12192040210711,-80.9261063142613,-7.64355531071011,1.71191170259865,-74589.9757439041,-74583.396492692,250,"textract","bin + blur + snp",70.0260869565217,"textract bin + blur + snp",6
7,9.19899254060913,-74.4231284450119,-7.6698929377023,1.93843466440533,-73577.4745465987,-73568.9493852377,269,"textract","bin + blur + snp",70.0260869565217,"textract bin + blur + snp",6
8,9.17537532730696,-75.3024145726276,-7.97812300906972,1.85201938760743,-72636.1455355282,-72625.5409326255,230,"textract","bin + blur + snp",70.0260869565217,"textract bin + blur + snp",6
9,9.35368762461739,-89.214676390245,-7.89890628047487,1.79770193892196,-72026.6124438077,-72013.8106163276,244,"textract","bin + blur + snp",70.0260869565217,"textract bin + blur + snp",6
10,9.30190213758078,-77.242786970801,-7.94647798512934,1.84263679529227,-71566.1486477968,-71551.0442352237,143,"textract","bin + blur + snp",70.0260869565217,"textract bin + blur + snp",6
11,9.34411482610993,-101.091303731591,-8.72027607764461,1.93572686314047,-71589.8618809555,-71572.3595731097,171,"textract","bin + blur + snp",70.0260869565217,"textract bin + blur + snp",6
12,9.39437956671042,-92.5537906494394,-8.3656350646499,2.02637050172285,-71291.9174794898,-71271.9302649941,121,"textract","bin + blur + snp",70.0260869565217,"textract bin + blur + snp",6
13,9.36108373804121,-88.9452505527961,-8.37843955069392,2.15172122973936,-70318.2754116306,-70295.7232477774,102,"textract","bin + blur + snp",70.0260869565217,"textract bin + blur + snp",6
14,9.28714016468603,-80.2552620118977,-8.75460293173576,2.20707461336387,-70626.9423924408,-70601.7511712581,76,"textract","bin + blur + snp",70.0260869565217,"textract bin + blur + snp",6
15,9.40113532850371,-97.6551868224693,-8.68376609811381,2.37420112163469,-69695.7406433489,-69667.8413719651,59,"textract","bin + blur + snp",70.0260869565217,"textract bin + blur + snp",6
16,9.39821598225531,-87.9551079132749,-8.8816353347445,2.4315083562327,-69415.1129518483,-69384.4410917422,65,"textract","bin + blur + snp",70.0260869565217,"textract bin + blur + snp",6
17,9.43331849464267,-108.279309309883,-8.622798740024,2.59973932319971,-69215.6630145207,-69182.1579410706,53,"textract","bin + blur + snp",70.0260869565217,"textract bin + blur + snp",6
18,9.46543355194326,-95.0058448578474,-8.69901336068549,2.82797817874116,-68620.8310472435,-68584.4356020354,90,"textract","bin + blur + snp",70.0260869565217,"textract bin + blur + snp",6
19,9.5223985114193,-108.070155608639,-8.61174675065814,3.48413539335098,-68661.3460866267,-68622.0062024395,53,"textract","bin + blur + snp",70.0260869565217,"textract bin + blur + snp",6
20,9.51154637932447,-99.1307550363859,-8.58645148716564,3.79695656534372,-68739.7081005299,-68697.3724840692,72,"textract","bin + blur + snp",70.0260869565217,"textract bin + blur + snp",6
6,9.27485733988941,-71.0211675681223,-7.13671011884159,1.55491887268128,-80987.3080066153,-80980.7287554033,185,"textract","bin + blur + wm",66.3660869565217,"textract bin + blur + wm",6
7,9.22091029523346,-81.3760447628046,-7.13747311628985,1.65810022476214,-80456.5794060411,-80448.0542446801,183,"textract","bin + blur + wm",66.3660869565217,"textract bin + blur + wm",6
8,9.2626836430591,-81.0265170718835,-7.20069682797097,1.72534946282727,-79726.364681031,-79715.7600781282,190,"textract","bin + blur + wm",66.3660869565217,"textract bin + blur + wm",6
9,9.2630225455836,-75.6116706282735,-7.3437200527012,1.69488530174742,-78592.1078792397,-78579.3060517596,221,"textract","bin + blur + wm",66.3660869565217,"textract bin + blur + wm",6
10,9.35056834300431,-73.21672443932,-7.28608573069743,1.77147632546575,-77975.193149371,-77960.0887367979,154,"textract","bin + blur + wm",66.3660869565217,"textract bin + blur + wm",6
11,9.33516931288401,-83.5273149756667,-7.46654049706625,1.83625147745853,-77563.3856210607,-77545.8833132149,165,"textract","bin + blur + wm",66.3660869565217,"textract bin + blur + wm",6
12,9.3674603601915,-87.7207798135633,-7.59436145367145,1.87073094954968,-76936.0876758839,-76916.1004613882,164,"textract","bin + blur + wm",66.3660869565217,"textract bin + blur + wm",6
13,9.38346916686571,-88.2969110312006,-7.64708420703555,1.87564160496201,-76488.7471310517,-76466.1949671985,180,"textract","bin + blur + wm",66.3660869565217,"textract bin + blur + wm",6
14,9.42021657213906,-87.2724165116489,-7.31205960612001,2.00133109645698,-75983.9274653455,-75958.7362441628,175,"textract","bin + blur + wm",66.3660869565217,"textract bin + blur + wm",6
15,9.45957044400036,-83.8938424274254,-7.46876269336806,2.11309867679988,-75085.5734998761,-75057.6742284923,153,"textract","bin + blur + wm",66.3660869565217,"textract bin + blur + wm",6
16,9.39015571787139,-89.9643301356351,-7.90063766991045,2.23965477121923,-75354.0503729389,-75323.3785128328,138,"textract","bin + blur + wm",66.3660869565217,"textract bin + blur + wm",6
17,9.41838751697608,-94.5746704676486,-7.66369391224999,2.39436577836179,-75380.7406784896,-75347.2356050395,94,"textract","bin + blur + wm",66.3660869565217,"textract bin + blur + wm",6
18,9.45421917884334,-97.6740893168383,-7.76158027195839,2.59467143153849,-75076.3587410948,-75039.9632958868,75,"textract","bin + blur + wm",66.3660869565217,"textract bin + blur + wm",6
19,9.48224235978693,-94.5724736591959,-7.7806393729713,3.15611731352108,-74733.1908548781,-74693.8509706909,130,"textract","bin + blur + wm",66.3660869565217,"textract bin + blur + wm",6
20,9.5216972156043,-111.16779067951,-7.87297471430335,3.00035213442033,-75126.1718871424,-75083.8362706817,71,"textract","bin + blur + wm",66.3660869565217,"textract bin + blur + wm",6
6,9.05958761723363,-101.724834311356,-6.92959459898165,1.81596395405892,-79922.6819930655,-79916.1027418535,162,"textract","bin + blur + scrib",68.9842857142857,"textract bin + blur + scrib",9
7,9.21573766907774,-86.3158306448477,-7.05192057003703,1.87128489480229,-78629.51083858,-78620.985677219,159,"textract","bin + blur + scrib",68.9842857142857,"textract bin + blur + scrib",9
8,9.26155218891303,-77.2542924410755,-7.00736655770789,1.91207563658758,-77575.0618220509,-77564.4572191482,202,"textract","bin + blur + scrib",68.9842857142857,"textract bin + blur + scrib",9
9,9.33715753808407,-85.4460062824535,-6.92786460609869,1.84125779718825,-77027.2100434007,-77014.4082159206,193,"textract","bin + blur + scrib",68.9842857142857,"textract bin + blur + scrib",9
10,9.36784642665849,-89.3449644258277,-7.40502030728574,2.05283401179875,-77079.5015887746,-77064.3971762016,190,"textract","bin + blur + scrib",68.9842857142857,"textract bin + blur + scrib",9
11,9.31575338995915,-81.2014119342927,-7.22591782081884,1.94370613420694,-75714.6087425121,-75697.1064346662,214,"textract","bin + blur + scrib",68.9842857142857,"textract bin + blur + scrib",9
12,9.44966424108057,-88.3657557189876,-7.21527914914367,2.05202471912989,-75617.4605004742,-75597.4732859785,152,"textract","bin + blur + scrib",68.9842857142857,"textract bin + blur + scrib",9
13,9.37519443597893,-90.7723833413644,-7.45628594266846,2.30088174838112,-75387.8935578458,-75365.3413939927,173,"textract","bin + blur + scrib",68.9842857142857,"textract bin + blur + scrib",9
14,9.36927803783004,-85.7997385273482,-7.27935666613029,2.19484122227027,-74506.6534536343,-74481.4622324515,199,"textract","bin + blur + scrib",68.9842857142857,"textract bin + blur + scrib",9
15,9.43038157050847,-82.7930100521128,-7.24692506977492,2.69593088162501,-73834.613202825,-73806.7139314412,148,"textract","bin + blur + scrib",68.9842857142857,"textract bin + blur + scrib",9
16,9.40471865339707,-97.9081182363346,-7.10737033889947,2.66372454894373,-73328.0190891911,-73297.347229085,139,"textract","bin + blur + scrib",68.9842857142857,"textract bin + blur + scrib",9
17,9.47269877502351,-100.190138173743,-7.44673197129277,2.9198256513688,-72996.3984502608,-72962.8933768107,89,"textract","bin + blur + scrib",68.9842857142857,"textract bin + blur + scrib",9
18,9.44544879615871,-86.8737939031887,-7.45463300844653,3.16758834897914,-72636.1597891286,-72599.7643439206,117,"textract","bin + blur + scrib",68.9842857142857,"textract bin + blur + scrib",9
19,9.46914140961888,-108.513937588509,-7.46849030635687,3.30788062520305,-72633.961488044,-72594.6216038568,140,"textract","bin + blur + scrib",68.9842857142857,"textract bin + blur + scrib",9
20,9.47134272691349,-95.9426439548129,-7.57623494221883,4.00553990238372,-72041.8586328039,-71999.5230163431,92,"textract","bin + blur + scrib",68.9842857142857,"textract bin + blur + scrib",9
6,9.21205851198897,-75.6360855571397,-7.52238407808788,1.75045413215474,-72953.7886447772,-72947.2093935652,348,"textract","bin + blur + ink",71.7414906832298,"textract bin + blur + ink",6
7,9.17028715633292,-66.8862495946153,-7.55365848834125,1.74688502817115,-71856.9054664085,-71848.3803050474,386,"textract","bin + blur + ink",71.7414906832298,"textract bin + blur + ink",6
8,9.33325527896155,-68.5684679793167,-7.63652509176188,1.67519590764312,-71377.201103538,-71366.5965006352,368,"textract","bin + blur + ink",71.7414906832298,"textract bin + blur + ink",6
9,9.42064465250397,-92.673214579362,-7.88851606120305,1.65076509474709,-70290.4810212542,-70277.6791937741,274,"textract","bin + blur + ink",71.7414906832298,"textract bin + blur + ink",6
10,9.40704761350071,-82.6976328533472,-7.88926573095286,1.78986916539522,-70084.2299909824,-70069.1255784093,316,"textract","bin + blur + ink",71.7414906832298,"textract bin + blur + ink",6
11,9.3616077487688,-75.19419709372,-7.83211285974699,1.87752919343138,-68983.5959827336,-68966.0936748877,244,"textract","bin + blur + ink",71.7414906832298,"textract bin + blur + ink",6
12,9.38571505334794,-83.7242078621816,-7.80770184654542,1.96012474660123,-68469.2295598695,-68449.2423453738,196,"textract","bin + blur + ink",71.7414906832298,"textract bin + blur + ink",6
13,9.43510195869089,-88.4460422181317,-7.97114033020726,1.89831889913,-68433.7221819186,-68411.1700180654,299,"textract","bin + blur + ink",71.7414906832298,"textract bin + blur + ink",6
14,9.47570669801532,-85.3095287077932,-7.61542396905351,2.16857113380248,-67625.9534547244,-67600.7622335416,211,"textract","bin + blur + ink",71.7414906832298,"textract bin + blur + ink",6
15,9.4427754048764,-98.7867805922124,-7.99548435081779,2.17771471554721,-67688.3184648438,-67660.4191934599,139,"textract","bin + blur + ink",71.7414906832298,"textract bin + blur + ink",6
16,9.48072353216935,-91.1211420682025,-8.19037366687338,2.50260048154833,-66920.3264638779,-66889.6546037719,223,"textract","bin + blur + ink",71.7414906832298,"textract bin + blur + ink",6
17,9.50622890747157,-89.9315522864502,-8.36115020180825,2.65802048455912,-67023.0790760231,-66989.5740025729,105,"textract","bin + blur + ink",71.7414906832298,"textract bin + blur + ink",6
18,9.50115977401361,-92.2199172459197,-8.32948287332569,3.07132653655324,-66943.6282514483,-66907.2328062403,96,"textract","bin + blur + ink",71.7414906832298,"textract bin + blur + ink",6
19,9.48269883505674,-97.2289931303864,-8.37118581901623,3.50497616977964,-66172.6883413048,-66133.3484571176,108,"textract","bin + blur + ink",71.7414906832298,"textract bin + blur + ink",6
20,9.49631363448442,-103.413637286961,-8.47766911339784,3.58471767967501,-66458.4338175262,-66416.0982010654,104,"textract","bin + blur + ink",71.7414906832298,"textract bin + blur + ink",6
6,9.2479100410193,-58.2060745914459,-7.22941563896686,1.5243698595088,-242710.583397601,-242704.004146389,113,"textract","bin + weak + snp",3.29934782608696,"textract bin + weak + snp",6
7,9.35867408137825,-58.1682775466533,-7.2337429239669,1.47353118429498,-239872.317545962,-239863.792384601,107,"textract","bin + weak + snp",3.29934782608696,"textract bin + weak + snp",6
8,9.20292751690906,-72.7824367711227,-7.30602797153765,1.45073790898123,-239510.393795289,-239499.789192386,63,"textract","bin + weak + snp",3.29934782608696,"textract bin + weak + snp",6
9,9.36359197741114,-70.8880226540224,-7.29529980675155,1.49014442619337,-237967.618716158,-237954.816888678,169,"textract","bin + weak + snp",3.29934782608696,"textract bin + weak + snp",6
10,9.34970407014154,-70.5710908785834,-7.34567752853894,1.48872900586717,-237060.010201025,-237044.905788452,120,"textract","bin + weak + snp",3.29934782608696,"textract bin + weak + snp",6
11,9.40563953472193,-69.9816594535457,-7.37086548057277,1.50086479799991,-235674.625518718,-235657.123210872,98,"textract","bin + weak + snp",3.29934782608696,"textract bin + weak + snp",6
12,9.39720492045025,-71.4529135084443,-7.34439829014644,1.47375439205667,-233160.100848383,-233140.113633888,127,"textract","bin + weak + snp",3.29934782608696,"textract bin + weak + snp",6
13,9.47605668017369,-72.2396328193893,-7.37832749373758,1.47807099742633,-232058.684642107,-232036.132478254,121,"textract","bin + weak + snp",3.29934782608696,"textract bin + weak + snp",6
14,9.46468736428296,-75.9549644528741,-7.43420493074025,1.5171731728593,-231089.703535446,-231064.512314263,120,"textract","bin + weak + snp",3.29934782608696,"textract bin + weak + snp",6
15,9.47335985564847,-82.9367958855764,-7.4304458595255,1.52555562154973,-230335.349502026,-230307.450230642,147,"textract","bin + weak + snp",3.29934782608696,"textract bin + weak + snp",6
16,9.51972480427406,-73.375181938694,-7.47372332358493,1.57742390815179,-229036.161462928,-229005.489602822,205,"textract","bin + weak + snp",3.29934782608696,"textract bin + weak + snp",6
17,9.5683447989666,-76.8612427335827,-7.50379417112909,1.56353393741829,-228853.128606358,-228819.623532908,164,"textract","bin + weak + snp",3.29934782608696,"textract bin + weak + snp",6
18,9.61478690870094,-80.8606257273411,-7.47016702265985,1.60872030444109,-227079.146805308,-227042.7513601,133,"textract","bin + weak + snp",3.29934782608696,"textract bin + weak + snp",6
19,9.60552184595248,-71.6393560760997,-7.52209483703671,1.66106597369245,-226139.588408884,-226100.248524697,176,"textract","bin + weak + snp",3.29934782608696,"textract bin + weak + snp",6
20,9.60450071017232,-71.5724637680716,-7.53444296093247,1.66957016181981,-226080.027019374,-226037.691402913,123,"textract","bin + weak + snp",3.29934782608696,"textract bin + weak + snp",6
6,9.24775831125682,-65.369973948035,-7.30546271539243,1.48523752069698,-244187.851464676,-244181.272213464,107,"textract","bin + weak + wm",2.16801242236025,"textract bin + weak + wm",8
7,9.29837685808184,-61.516637174173,-7.31506889991516,1.48025113600166,-242476.33785232,-242467.812690959,91,"textract","bin + weak + wm",2.16801242236025,"textract bin + weak + wm",8
8,9.42065845076391,-63.9604784556477,-7.29332579184706,1.49647637948711,-240939.167390026,-240928.562787123,170,"textract","bin + weak + wm",2.16801242236025,"textract bin + weak + wm",8
9,9.45707113620451,-60.748015825871,-7.33603603272462,1.51104165380711,-237768.897932239,-237756.096104759,274,"textract","bin + weak + wm",2.16801242236025,"textract bin + weak + wm",8
10,9.41301440765531,-67.1165651566968,-7.34698827502204,1.49844362247364,-237205.262247785,-237190.157835212,210,"textract","bin + weak + wm",2.16801242236025,"textract bin + weak + wm",8
11,9.42059433114702,-69.8525887914327,-7.37654470241132,1.48848223640672,-237083.690402667,-237066.188094821,127,"textract","bin + weak + wm",2.16801242236025,"textract bin + weak + wm",8
12,9.51472895813854,-68.5011628270075,-7.4193834325676,1.45904180236777,-234372.697217346,-234352.71000285,138,"textract","bin + weak + wm",2.16801242236025,"textract bin + weak + wm",8
13,9.47086213285349,-72.9215211019202,-7.55956943899335,1.47253393755952,-234090.092402541,-234067.540238688,108,"textract","bin + weak + wm",2.16801242236025,"textract bin + weak + wm",8
14,9.45558389974819,-78.8722055067414,-7.66440419697841,1.48232694326163,-232914.081825928,-232888.890604746,124,"textract","bin + weak + wm",2.16801242236025,"textract bin + weak + wm",8
15,9.51230057627462,-79.6524268052655,-7.69147003443775,1.53561401043416,-232109.587626063,-232081.688354679,127,"textract","bin + weak + wm",2.16801242236025,"textract bin + weak + wm",8
16,9.49220362244443,-84.2368619579472,-7.69700048485673,1.52684183267852,-231424.161936036,-231393.49007593,130,"textract","bin + weak + wm",2.16801242236025,"textract bin + weak + wm",8
17,9.51979698646227,-86.9675573070678,-7.63716373398253,1.55120873292729,-231622.356391272,-231588.851317821,86,"textract","bin + weak + wm",2.16801242236025,"textract bin + weak + wm",8
18,9.53064280112205,-78.8157427483974,-7.59146359101762,1.5898129874524,-230095.902742514,-230059.507297306,108,"textract","bin + weak + wm",2.16801242236025,"textract bin + weak + wm",8
19,9.53997581629977,-86.8490016849998,-7.67868163715257,1.64285055410886,-229863.91669071,-229824.576806522,96,"textract","bin + weak + wm",2.16801242236025,"textract bin + weak + wm",8
20,9.57885212074224,-86.3683409451735,-7.67321539844902,1.6774121507867,-228612.193647911,-228569.85803145,92,"textract","bin + weak + wm",2.16801242236025,"textract bin + weak + wm",8
6,9.19185895907106,-60.7609922454406,-7.14318263372562,1.48453130036982,-239338.903542912,-239332.3242917,84,"textract","bin + weak + scrib",4.23254658385093,"textract bin + weak + scrib",6
7,9.27167202819504,-81.5676471031181,-7.24828059664366,1.47910257658532,-237290.707998869,-237282.182837508,130,"textract","bin + weak + scrib",4.23254658385093,"textract bin + weak + scrib",6
8,9.30365130411249,-69.4203192532337,-7.2332585701936,1.44296995263485,-235739.846661517,-235729.242058614,153,"textract","bin + weak + scrib",4.23254658385093,"textract bin + weak + scrib",6
9,9.40778886159336,-64.2363082461972,-7.30495794226026,1.45029966496041,-233365.546486871,-233352.744659391,122,"textract","bin + weak + scrib",4.23254658385093,"textract bin + weak + scrib",6
10,9.45669295201061,-72.2696260846848,-7.26360161986183,1.43899171201429,-231799.141198689,-231784.036786116,98,"textract","bin + weak + scrib",4.23254658385093,"textract bin + weak + scrib",6
11,9.48627977770673,-65.1974095084012,-7.28984332375615,1.46665568081866,-230135.630099645,-230118.1277918,107,"textract","bin + weak + scrib",4.23254658385093,"textract bin + weak + scrib",6
12,9.54826925875528,-58.9356311458279,-7.29751722414746,1.49451916836219,-228425.421202313,-228405.433987818,179,"textract","bin + weak + scrib",4.23254658385093,"textract bin + weak + scrib",6
13,9.54179513820483,-67.2905165163204,-7.40373275307628,1.48122180349513,-227993.490749967,-227970.938586114,104,"textract","bin + weak + scrib",4.23254658385093,"textract bin + weak + scrib",6
14,9.50666657285094,-67.4381166535674,-7.37655683024741,1.51243516075169,-226750.764406753,-226725.57318557,126,"textract","bin + weak + scrib",4.23254658385093,"textract bin + weak + scrib",6
15,9.48618421983532,-68.6934943217542,-7.42269007459674,1.53282135993965,-225911.257693746,-225883.358422362,95,"textract","bin + weak + scrib",4.23254658385093,"textract bin + weak + scrib",6
16,9.53543704446342,-70.7972551611471,-7.44624891523899,1.53386825406765,-224783.522982473,-224752.851122367,116,"textract","bin + weak + scrib",4.23254658385093,"textract bin + weak + scrib",6
17,9.49532666425514,-76.7360324771259,-7.56230380629771,1.55486484470069,-224813.070869571,-224779.565796121,77,"textract","bin + weak + scrib",4.23254658385093,"textract bin + weak + scrib",6
18,9.47179190928686,-80.9872438261866,-7.56432863347258,1.58429388036846,-224082.292020973,-224045.896575764,108,"textract","bin + weak + scrib",4.23254658385093,"textract bin + weak + scrib",6
19,9.48103796646311,-79.6456366570396,-7.65314946727013,1.62733683044608,-223323.650622906,-223284.310738719,92,"textract","bin + weak + scrib",4.23254658385093,"textract bin + weak + scrib",6
20,9.49105402147124,-90.8426746900605,-7.72016224680687,1.64958463316392,-223275.996532565,-223233.660916104,50,"textract","bin + weak + scrib",4.23254658385093,"textract bin + weak + scrib",6
6,9.00980998577867,-72.7858786482825,-7.50199952950752,1.5501983076104,-221078.723127118,-221072.143875906,114,"textract","bin + weak + ink",14.0975465838509,"textract bin + weak + ink",7
7,9.28266586511802,-56.5693952069324,-7.42703836729594,1.46178033868695,-216454.458478886,-216445.933317525,98,"textract","bin + weak + ink",14.0975465838509,"textract bin + weak + ink",7
8,9.22893941805021,-59.0775267624575,-7.47122286237381,1.39841472400141,-214339.017917559,-214328.413314656,103,"textract","bin + weak + ink",14.0975465838509,"textract bin + weak + ink",7
9,9.3140389347406,-66.1268320683217,-7.52937864224685,1.42840495221235,-213546.076746446,-213533.274918966,99,"textract","bin + weak + ink",14.0975465838509,"textract bin + weak + ink",7
10,9.38181993480082,-75.2414322528599,-7.59988657539358,1.45586484827116,-212642.171393673,-212627.0669811,161,"textract","bin + weak + ink",14.0975465838509,"textract bin + weak + ink",7
11,9.41018626748983,-77.8415404913658,-7.5203309262671,1.43508877217439,-211044.880317167,-211027.378009321,138,"textract","bin + weak + ink",14.0975465838509,"textract bin + weak + ink",7
12,9.35238754178055,-86.3650868927146,-7.64856673198289,1.43349739011444,-210259.566813292,-210239.579598796,120,"textract","bin + weak + ink",14.0975465838509,"textract bin + weak + ink",7
13,9.44023005529881,-75.7439488578866,-7.628675784695,1.45360336274634,-208979.539371598,-208956.987207745,103,"textract","bin + weak + ink",14.0975465838509,"textract bin + weak + ink",7
14,9.48890562782639,-81.5308561781895,-7.61436127839838,1.47767328801724,-207603.334469814,-207578.143248631,76,"textract","bin + weak + ink",14.0975465838509,"textract bin + weak + ink",7
15,9.51252390724515,-77.784678202229,-7.70223501036083,1.50802981479523,-206422.046237455,-206394.146966071,153,"textract","bin + weak + ink",14.0975465838509,"textract bin + weak + ink",7
16,9.53735374804345,-76.7357644333078,-7.63361119642375,1.51118713483183,-205587.896842044,-205557.224981938,110,"textract","bin + weak + ink",14.0975465838509,"textract bin + weak + ink",7
17,9.50916988097781,-81.7404415642045,-7.71134410386931,1.5624711911807,-204762.3537966,-204728.84872315,119,"textract","bin + weak + ink",14.0975465838509,"textract bin + weak + ink",7
18,9.54071340564411,-83.5289288025185,-7.66064699208351,1.60064645955065,-203450.163496774,-203413.768051566,122,"textract","bin + weak + ink",14.0975465838509,"textract bin + weak + ink",7
19,9.55734872249821,-85.9784676880532,-7.73758429323144,1.64241960695077,-202798.025490997,-202758.68560681,78,"textract","bin + weak + ink",14.0975465838509,"textract bin + weak + ink",7
